Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
51129,-0.5027641700610439,-0.5563484813432451,-0.018770529882187432,0.24132486036232526,-0.02949988434477839,0.4310174309837583,-0.6563102182387863,2.1466652257252767,1.5190560371297197,-0.4258744591944389,0.8868065790148232,0.32869521751906583,-0.13465161285054986,0.24402085904650678,1.109381108488926,-0.3721270391162474,0.9536040368186298,1.4742955197336292,-0.7837213898134182,1.1124996064940331,0.7984186495350427,1.3940542472882371,-2.341152982113515,0.29487990494427657,-0.48877931206673014,-1.890959131249744,-0.5093793873811012,0.6383660501892526,88.14884192836384,0
112404,-1.2871643737246663,2.1214872648739473,0.9630847581139547,0.08238634037331312,-1.4240596114742554,2.5424861651906556,-0.48893186295209606,-0.6240790598366402,1.1092787815408045,0.1763166615116254,-0.23139239214469648,-0.7662603623665407,-1.3177017683272754,0.8745406178735164,0.6381727986652449,-0.9384743265817117,0.42762047021126876,-0.9466556942738346,0.030717284764919882,0.6135228461299131,0.31407352153106766,0.10280179334034711,-0.37459419832907725,-0.7582500076935067,0.015189691455239122,0.4916031325579721,-0.12192496959539706,-0.260508215698477,24.419192769457588,0
6955,-0.23928997187640463,-0.47919389041560584,-0.5705755802507422,0.5925062392059014,0.39441740921415475,0.8490472948691347,0.05247964224343963,-1.2065360155227731,-1.0344753217324283,0.22634496906046758,0.25598459487942093,-1.1810233295666948,-0.3103032077755086,-0.852449015688175,0.3473201686843972,-2.724293878048283,0.8983053149815023,-2.0751472978998704,0.1369296075994672,0.5067240861944946,0.5358521025523864,1.5647368158573718,0.28882466580640354,0.26926570746534545,1.09900374972745,0.10390922052782336,1.002236727334202,-0.907233185128044,99.22254752213222,0
60723,-1.9719036438509936,-0.07329129089071088,0.10427735387154044,1.2588328526749286,0.6605217166278383,0.8329487488441674,-1.126155312889804,-0.2138158350820403,0.7340166241515077,1.150508622371509,0.42129791526110494,0.10577877342752616,0.560338707681815,-0.019731906029315092,-0.8110548799087246,1.6539887804034348,0.2733239078931111,1.7868065170791883,-1.4345231060123576,0.6896072826649893,-1.4110170609481085,-1.120553896374185,-2.110168234028576,-0.40331635931682136,-1.5895888014171056,0.07516765494063181,-0.8022255294010094,1.2829979757438874,22.5431492269149,0
150075,0.18673040970062812,2.6071395566286717,0.34102544618931246,-1.516370286828129,-0.11836997808133315,-0.7941092890854844,-0.1607672948681172,0.38035182120306815,-1.0333998667344277,1.1266810693653648,0.6188653963992969,-0.05427145764783535,0.3649771434321833,-0.04439419439689918,-0.544207000131545,0.3457853299302024,0.3369334642913125,-1.678923830802108,0.5049879639256971,0.8349003753007161,0.055226059342684305,0.49813139697460895,0.888317519442811,-0.6274780088269679,-0.2602760651427932,0.49264969764796923,1.146488460930067,0.6584594349748873,38.867986401096076,0
33340,0.22748348684137715,-0.05436568889346326,-0.7347755893512617,1.5185957403834418,0.2614908222401265,1.0268478424700598,0.5755622110058808,0.9515917683498347,-0.62238761941985,2.621665510166823,-0.6832841944783982,2.378539272966976,2.5355502262836582,0.637631424540296,0.8273637828967415,1.3809169966212942,0.0086089894411625,0.33124569099203366,-0.9695604575316835,-0.6491827880635886,-2.0182946743301335,-0.9429310243237534,-0.1458888946603641,-1.1306163965957448,0.4693269156414174,1.487862586758926,-1.0077802116113617,2.184426767305906,26.268558081352282,0
25644,2.8006844473432873,0.5756236084039785,-0.7690377035905946,0.9018323710362687,-0.8156172289220969,-1.0937242685619224,-0.512671535052886,-0.044053448012461506,-0.07729050909369622,0.8750480098001447,-0.9108920871292228,-0.09993723407974414,0.15489542751804347,1.321281104989965,-0.6911447511301367,-0.6542365875708429,-0.23521890499952836,0.5584595154973958,-1.7895924619756332,0.6804235905377876,0.5277797327035435,0.6405089105629881,-0.8424764200268854,-0.19799606119861204,0.18900959796184227,0.056990577060462795,0.02611707300045648,-0.06828554847473266,18.937036597878055,0
5138,-0.43461619498026516,0.9321218244806693,-0.22138194922990814,-0.6693994267666018,-1.7674462112685954,0.3180144292505019,-0.5605942425694395,0.23653022135982932,-0.3952092810441288,-0.14085751199643734,-1.0578097071716377,-0.3800296709522352,-1.45813295367787,1.924559489125426,0.7593932270003427,0.05178758257642113,0.7517569751538988,-1.219816096871085,0.419519195069812,0.3435080873066054,1.5958201402686136,1.0406211997529908,-1.4502149445875059,1.5227935480375143,1.5567589038026572,0.6593523525582571,-0.2763416984924069,-0.6598319224002904,81.34356152234741,0
47546,0.34256985170420967,-0.4552409430160591,-0.25455809923105915,0.9680745251161214,0.4130472237801915,0.8446922744813422,1.4073952354369237,-0.06025499381212971,-1.2239821956407306,1.1465234428034659,-0.1142162826149032,-0.6947292741740604,1.185402788755359,0.13646475241797193,0.1165172646917041,-0.1454467270140888,0.8434745333605801,-1.1915489468534173,1.5615146339987904,-0.5962119011897865,0.7978354235896392,0.4427451527384769,-0.3256844645121805,0.07729855325531569,-0.7530873891808046,-1.2754645375269895,0.04315154399677279,-0.6701723270371326,173.97748477625274,0
9867,-0.04688669929889871,0.3406617817597219,0.3483261508794795,0.374024549208335,0.7248057340572811,0.4211714224390616,-0.7639143363929289,-0.29242185754936173,-1.295352401135287,2.5204058662279376,1.6828452298157062,0.3060348856540576,0.5573845444158246,0.1937681079441317,-1.137947319101425,0.5459076246025766,-0.2065837952060576,0.15252151257710375,1.3396304075559868,0.41483435612123376,-1.3384866082323148,1.1568807230093587,-0.9047594843991559,1.0575386613934878,-0.029618128902627334,1.685537318838624,-0.03876735960626856,-2.2598253701020004,60.35607989150778,0
152673,-0.25136046221523034,-1.2908237352234886,0.7718402442922802,1.4193882247244085,-0.21686595370200168,0.19696541888147795,0.9335894113694828,-1.1056407948019613,-0.8014148680545049,0.15123485633414965,-0.3942733108605014,0.9850140622988584,0.6784088292783039,1.5643413733327276,0.6087931609438219,-0.014098397524142218,0.722738712167954,1.6739806645491127,-0.04215656420964414,-0.13383408102438468,0.9688448415745605,-0.40108103736003375,-0.0592258500371927,1.1139755925514248,-0.4075878224194452,0.1080623907941661,0.01973384993453385,-0.7326075931675121,65.12024252751971,0
75037,0.9679251293892988,2.034934444479208,0.05686819249813196,0.08760831113161413,-0.7584851728673657,-0.5737551546925683,0.14591063369519597,1.5399962248684123,-0.8446066892316327,-1.116935588647276,0.9979851915377732,0.15750774382741314,0.2794386893796783,0.33534090120804855,0.1273298200567171,-0.23570416358886337,-0.9189802494690762,-1.4196019273463305,0.880568373639849,-0.4601201574551624,-1.5891092102912416,-2.6360220983573743,-0.20719397962909025,-2.9349515745497405,-0.5571855918493237,0.3052973804373283,0.8169840675771662,-1.8075881230036674,86.143202009474,0
23591,1.8489228372414315,-1.539285998285257,-0.25977696344605955,0.7564700217383904,0.7359146663170893,-0.28386672623052767,-0.9836199837920455,-1.1328333049852195,-0.9607823644651431,-0.8286073403271871,-1.7406436031194168,0.8191377469750065,-0.08864552054524716,-1.651113814051682,-0.5256109609650369,1.4582527004655752,-0.23115155659001743,-1.4261736887158334,0.7502012930306469,1.0906942420007928,1.1405963146545126,0.38228764445579055,-1.2536215589127446,0.4556227833893079,1.5162344831959442,-0.48022098161635274,-0.441517342322979,0.19756879146983544,82.66969502021257,0
